team,year,region,seed,play-in,rd_1,rd_2,rd_3,rd_4,rd_5,rd_6,TPPG,TPPG_last3,FGPG,FGPG_last3,FTAPG,FTAPG_last3,FTMPP,FTMPP_last3,ORP,ORP_last3,ORPG,ORPG_last3,DRP,DRP_last3,DRPG,DRPG_last3,APG,APG_last3,FPG,FPG_last3,ASM,ASM_last3,ATR,ATR_last3,OE,OE_last3,DE,DE_last3
Georgetown,2008,midwest,2,NA,1,0,0,0,0,0,7.8,10.7,25.1,28.3,17.6,9.7,18.059,8.792,0.315,0.342,8.3,8.3,0.688,0.65,23.3,22.3,15.7,19,17.5,21,11.8,9,1.198,1.462,1.077,1.133,0.896,0.993
Wisconsin,2008,midwest,3,NA,1,1,0,0,0,0,5.7,4,23.4,19,21.1,25.3,23.458,29.6,0.353,0.337,10.4,9.3,0.735,0.781,23.3,25,12.7,10.3,14.4,15.3,13.6,10.7,1.071,0.861,1.061,0.974,0.847,0.802
Vanderbilt,2008,midwest,4,NA,0,0,0,0,0,0,9.1,8,27.4,26.7,22.8,25.3,22.474,25.919,0.286,0.233,9,6.7,0.673,0.602,23,20.7,18,18,18.2,19,6.2,0,1.256,1.317,1.079,1.096,0.996,1.096
Clemson,2008,midwest,5,NA,0,0,0,0,0,0,8,6.7,29.5,29,19.4,19,16.431,16.854,0.399,0.364,14.2,12,0.674,0.615,21.5,18.7,15.9,16,19.2,18.3,10.2,13,1.108,1.297,1.072,1.077,0.934,0.894
USC,2008,midwest,6,NA,0,0,0,0,0,0,5.6,5,25,23,19.8,18,19.93,19.187,0.29,0.419,7.9,12,0.669,0.714,22.3,21.7,12.4,10,15.8,16,5.9,4.7,0.852,0.652,1.015,0.985,0.929,0.913
Gonzaga,2008,midwest,7,NA,0,0,0,0,0,0,6.5,6.3,27,25,22.4,15,22.61,16.819,0.339,0.244,9.8,6.3,0.725,0.75,24.3,22,14.5,12.3,17.6,13.3,13.2,10.3,1.031,0.902,1.081,1.03,0.894,0.872
UNLV,2008,midwest,8,NA,1,0,0,0,0,0,7.6,8.7,23.9,25.3,18.5,21,20.606,26.829,0.284,0.36,9.1,10.7,0.692,0.716,22.6,17.7,14.5,9.3,17.1,14.3,7.3,7.3,1.409,1.75,1.033,1.263,0.924,1.14
Kent State,2008,midwest,9,NA,0,0,0,0,0,0,5.8,5.7,24.1,25.3,21.5,14.7,22.865,16.478,0.338,0.417,9.3,11.7,0.666,0.736,20.7,22.3,14,12.3,18.8,18.7,7.6,13.7,0.969,0.86,1.033,1.063,0.919,0.845
Davidson,2008,midwest,10,NA,1,1,1,0,0,0,8.7,8.7,28.6,29.7,15.5,11,16.102,13.209,0.319,0.407,9.9,11.7,0.743,0.757,23.5,26,16.8,15.7,18.2,14.7,14.2,26.3,1.402,1.679,1.106,1.21,0.903,0.793
Kansas St,2008,midwest,11,NA,1,0,0,0,0,0,6.6,5.7,27.9,27,23.5,16,21.95,15.857,0.409,0.337,14.3,11,0.706,0.765,23.4,21.7,15.7,13.3,20.1,17,9.8,2.3,1.044,1.212,1.059,1.046,0.927,1.011
Villanova,2008,midwest,12,NA,1,1,0,0,0,0,7.1,8.3,24.8,21.3,22.2,27,22.736,30.37,0.352,0.363,11.5,11,0.705,0.759,20.9,20,13.7,14,20.8,16.7,3.5,3.3,0.98,0.824,1.029,1.019,0.979,0.972
Siena,2008,midwest,13,NA,1,0,0,0,0,0,7,5.3,27.6,26.7,21.5,16.3,20.348,14.952,0.296,0.307,10,10.3,0.636,0.652,20.3,20,14.5,14.7,15.4,13.3,5.8,10.3,1.333,1.692,1.064,1.057,0.984,0.897
CS Fullerton,2008,midwest,14,NA,0,0,0,0,0,0,8.6,7,29.7,29.7,20.4,22,19.321,21.357,0.329,0.258,10.7,7.7,0.718,0.727,22.3,24,15.4,16.7,18.9,15.3,9.6,14,1.155,1.562,1.108,1.137,0.979,0.942
Maryland BC,2008,midwest,15,NA,0,0,0,0,0,0,7.3,8.7,26.6,27.3,19.7,18.3,21.238,21.389,0.309,0.36,9.6,10.7,0.671,0.643,20.3,18,15.2,16.3,16.3,12,5.4,14,1.595,1.815,1.105,1.205,1.026,0.986
Portland St,2008,midwest,16,NA,0,0,0,0,0,0,9,8.7,25.6,23.7,20.6,26.7,19.873,23.861,0.335,0.348,9.9,10.3,0.711,0.568,20.5,16.7,15.7,16.7,17.9,15.7,5.8,9.7,1.088,1.429,1.067,1.092,0.984,0.944
Memphis,2008,south,1,NA,1,1,1,1,1,0,7.9,8.3,28.8,26.3,23.9,17.7,19.664,20.105,0.377,0.369,12.7,10.3,0.732,0.701,25.5,22.7,16,15.3,17.4,14.3,19.1,20.3,1.326,1.769,1.103,1.169,0.839,0.847
Texas,2008,south,2,NA,1,1,1,0,0,0,7.6,8,26.9,22,19.7,22.3,20.139,26.205,0.357,0.291,11.3,8.3,0.68,0.636,23.1,25,12.5,12,16.4,12.7,10.6,13.3,1.333,1.286,1.114,1.096,0.957,0.882
Stanford,2008,south,3,NA,1,1,0,0,0,0,5.4,3,24.8,25.7,22.4,23.3,23.421,25.746,0.389,0.381,11.9,12.3,0.74,0.718,24,26.3,14.2,13.3,17.2,16,10.1,5,1.178,1.481,1.063,1.08,0.911,1.005
Pittsburgh,2008,south,4,NA,1,0,0,0,0,0,6,4,26.6,24.3,21.3,34.7,20.547,28.191,0.385,0.373,12.3,12.7,0.687,0.642,21.2,23.3,15.5,14,16.2,17.3,8,7.7,1.277,1.077,1.078,1.024,0.96,0.916
Michigan St,2008,south,5,NA,1,1,0,0,0,0,5,6.3,26.3,21.7,18.7,15.7,20.695,18.865,0.383,0.356,10.8,10.7,0.707,0.699,22.6,19.3,17.6,11.7,18.2,21.7,9.3,-1.3,1.326,0.946,1.08,0.992,0.939,1.013
Marquette,2008,south,6,NA,1,0,0,0,0,0,7.2,6.3,26.5,24,22.5,27.3,22.157,24.718,0.364,0.418,11.6,15.3,0.684,0.759,21.9,27.3,15.1,11.3,20.9,18.7,11.6,5.3,1.166,0.872,1.068,0.993,0.905,0.92
Miami (FL),2008,south,7,NA,1,0,0,0,0,0,6.8,4.7,25,19.7,22.7,22,24.087,25.866,0.354,0.312,11.4,11.3,0.677,0.613,22.5,19,12.8,10.7,18.7,19.7,5.8,-1.3,0.98,1,1.048,0.915,0.966,0.935
Miss State,2008,south,8,NA,1,0,0,0,0,0,7,6,26.1,23.3,21.7,23.3,19.393,25.063,0.34,0.27,10.8,10.3,0.714,0.708,27,26.7,13.2,12,16.6,14.3,8,2.3,0.881,0.947,1.017,0.971,0.905,0.939
Oregon,2008,south,9,NA,0,0,0,0,0,0,8.7,9.3,27,24.3,20.5,19.7,20.419,21.877,0.294,0.25,8.5,6,0.699,0.778,22.3,21,14.9,12.3,18.1,17.7,4.4,3.3,1.185,0.974,1.107,1.147,1.044,1.094
St Marys,2008,south,10,NA,0,0,0,0,0,0,7.9,6.7,26.5,23.7,22.7,23.7,21.399,22.492,0.355,0.333,11.4,12,0.703,0.634,23.9,19.7,14.4,10.3,17.1,21,12.4,-1.3,1.085,0.912,1.079,1,0.902,1.019
Kentucky,2008,south,11,NA,0,0,0,0,0,0,5.8,7,23.7,22.7,20.9,24.3,22.585,23.67,0.314,0.312,8.7,8.3,0.69,0.63,22.8,19.3,12.7,10.3,18.7,17,3.3,3,0.818,0.795,1.01,1.063,0.962,1.015
Temple,2008,south,12,NA,0,0,0,0,0,0,7.9,7.7,25.3,22.3,19,27,20.694,28.222,0.264,0.321,7.4,8.3,0.695,0.72,22.5,24,15.1,13.7,17.8,16,4,9.7,1.209,1,1.069,1.073,1.009,0.927
Oral Roberts,2008,south,13,NA,0,0,0,0,0,0,6.6,6.7,23.7,25,22.3,22.7,22.052,21.895,0.325,0.319,10,9.7,0.711,0.876,22.4,26,13.4,15.7,16.8,13,7.4,17,1.059,1.516,1.024,1.085,0.914,0.825
Cornell,2008,south,14,NA,0,0,0,0,0,0,7.9,8.7,27.1,30.3,19,21.7,20.459,20.116,0.275,0.321,7.7,9,0.712,0.699,23.1,24,14.7,13.3,18.4,16.3,7.6,14,1.064,1.333,1.084,1.174,0.976,0.978
Austin Peay,2008,south,15,NA,0,0,0,0,0,0,7.9,9.7,24.6,26.7,24.4,22.7,24.847,23.414,0.288,0.371,8.8,11,0.701,0.673,20,22.7,14.4,15,17.6,15.3,3.9,14.7,1.153,1.452,1.063,1.176,1.007,0.956
TX-Arlington,2008,south,16,NA,0,0,0,0,0,0,5.9,7,25.6,28.3,22.4,25,20.502,21.387,0.314,0.325,9.4,9,0.721,0.775,25.7,26.3,13.4,12,20.2,22,2.5,0.3,0.767,0.61,0.984,1.065,0.949,1.06
UCLA,2008,west,1,NA,1,1,1,1,0,0,5.3,7,26.5,26.3,21.2,19.3,23.41,16.849,0.388,0.333,11.2,11.3,0.765,0.772,22.2,20.3,14.5,11.3,14.3,14.3,14.4,9.3,1.214,1.545,1.108,1.082,0.893,0.939
Duke,2008,west,2,NA,1,0,0,0,0,0,9.3,8.3,28.8,26.3,25,17.3,22.752,18.678,0.326,0.343,11,11.3,0.685,0.631,22.9,21.7,15,14,19.2,16.7,14.8,0,1.124,1.024,1.104,1.02,0.909,1.02
Xavier,2008,west,3,NA,1,1,1,0,0,0,7.8,5,25.5,20.7,22.2,31.7,25.059,37.235,0.352,0.321,10,8.3,0.72,0.851,23.4,26.7,15.5,12.3,17.3,19.3,13,8.7,1.196,0.974,1.133,1.072,0.937,0.941
Connecticut,2008,west,4,NA,0,0,0,0,0,0,5.2,7.3,26.3,26.7,27.7,26.3,27.356,27.801,0.382,0.394,11.7,12.3,0.69,0.643,26.1,24,14.8,13,15.2,19.3,9.1,10,1.1,0.83,1.07,1.094,0.945,0.96
Drake,2008,west,5,NA,0,0,0,0,0,0,9.1,9.3,24.4,25,18.8,18.7,22.268,23.518,0.351,0.368,10.1,10.7,0.686,0.703,20.5,23.7,14.4,15.7,14.6,13.3,11.2,20,1.27,1.516,1.118,1.187,0.944,0.866
Purdue,2008,west,6,NA,1,0,0,0,0,0,7.4,9.7,23.3,22.7,20.8,23.7,21.554,23.026,0.309,0.288,9.7,10,0.717,0.721,19.9,20.7,13.4,14,19.6,21.3,7.5,1.3,1.057,0.955,1.011,0.975,0.9,0.957
W Virginia,2008,west,7,NA,1,1,0,0,0,0,7.3,5.3,26.4,23.3,21.5,16.7,21.203,17.716,0.323,0.321,10.1,8.7,0.717,0.694,22,19.7,15.5,13,19.1,18,11.4,-2,1.429,0.867,1.082,0.967,0.917,0.997
BYU,2008,west,8,NA,0,0,0,0,0,0,8.2,8,25.9,23.7,21.3,22.7,19.452,24.165,0.284,0.2,8.7,4.7,0.756,0.75,26.7,24,16.9,14.7,17.7,15.3,10.9,7,1.184,1.128,1.029,1.095,0.877,0.987
Texas A&M,2008,west,9,NA,1,0,0,0,0,0,5.8,6.3,25.2,22.7,23.2,19.7,21.788,20.966,0.337,0.321,10,9,0.744,0.69,25.4,23,13.3,13.7,17,16.3,9.2,3.3,1.068,1.139,1.048,1.043,0.913,0.989
Arizona,2008,west,10,NA,0,0,0,0,0,0,6.6,6.7,24.7,26,20.9,17.7,23.222,22.036,0.263,0.204,7.2,6.3,0.681,0.638,21,22.3,15.3,14.7,16.5,15,4.8,3.7,1.275,1.833,1.07,1.102,0.999,1.047
Baylor,2008,west,11,NA,0,0,0,0,0,0,8.4,6.7,27.9,24.7,22.3,25.7,22.025,25.985,0.297,0.222,9.9,8,0.698,0.688,24,25,11.9,7.3,20.9,23,6.3,-2.7,0.957,0.759,1.078,1,0.994,1.035
W Kentucky,2008,west,12,NA,1,1,0,0,0,0,7.2,6.7,27.3,23.7,20.9,27.3,20.99,28.461,0.358,0.333,11.1,11,0.684,0.75,21.3,25,12.5,9,21.1,17.3,11.5,13,0.907,0.73,1.091,1.066,0.927,0.878
San Diego,2008,west,13,NA,1,0,0,0,0,0,4.8,6.3,23.7,26,19,21.7,19.03,20.504,0.308,0.402,9.3,14.3,0.713,0.771,20.7,24.7,13.1,13.7,17.2,15.3,2,10.3,0.906,1.171,0.965,1.059,0.935,0.908
Georgia,2008,west,14,NA,0,0,0,0,0,0,5.9,6,24.6,25,19,23.7,18.459,25.123,0.366,0.305,11.7,9.7,0.688,0.69,22.7,26,11.3,12.3,18.1,20.3,0.6,3.3,0.773,0.925,0.982,1.048,0.972,1
Belmont,2008,west,15,NA,0,0,0,0,0,0,10.5,10,27.2,24.7,20.7,23.3,19.472,20.914,0.317,0.321,10.7,12,0.705,0.673,22.4,23.3,17.1,16,18.6,18,5,10.3,1.159,1.143,1.067,1.036,1,0.892
Miss Val St,2008,west,16,NA,0,0,0,0,0,0,4.6,4.7,20.9,22.3,21.8,28,21.801,29.149,0.311,0.35,9.9,11.7,0.672,0.695,19.4,22,10.9,9.7,17.4,19,-4.6,6,0.787,0.659,0.909,1.011,0.978,0.923
Pittsburgh,2009,east,1,NA,1,1,1,0,0,0,6.2,3.7,29.1,29,19.3,17,19.11,17.343,0.419,0.341,13.1,9.3,0.738,0.663,23.5,21.7,17.9,17.3,16.5,17.3,13.5,3.7,1.081,1.067,1.142,1.09,0.943,1.036
Duke,2009,east,2,NA,1,1,0,0,0,0,7.1,8.7,26.7,21.3,24.3,23.3,24.623,25.974,0.376,0.371,12.3,11,0.692,0.588,21.7,16.7,13.4,10.3,18,17,12.5,-0.3,1.084,0.912,1.093,1.06,0.918,1.065
Villanova,2009,east,3,NA,1,1,1,1,0,0,6.6,8.3,26,25.7,24.3,21.7,25.198,21.907,0.349,0.311,10.8,10.7,0.726,0.739,23,22.7,14.8,17.3,18.9,19,9.5,1.3,0.847,0.623,1.072,1.019,0.938,1.001
Xavier,2009,east,4,NA,1,1,0,0,0,0,6.9,6.3,24.3,23.3,24.9,19,24.449,19.088,0.363,0.379,10.9,12,0.736,0.741,25.5,21,13.4,14,18.9,15,10,4,0.827,0.714,1.052,1.058,0.908,0.993
Florida St,2009,east,5,NA,0,0,0,0,0,0,6.2,5.7,23.5,26,21.3,12.3,21.846,13.192,0.345,0.377,10.2,9.7,0.663,0.635,22.8,22,12.4,12,18.6,18.3,4,5,0.789,0.72,0.976,0.977,0.918,0.904
UCLA,2009,east,6,NA,1,0,0,0,0,0,7.5,5.7,28.1,25,17.2,18.3,18.548,21.536,0.353,0.413,9.9,14.3,0.715,0.686,20.1,23.3,15.6,14.3,19.1,22,12.7,9,0.852,0.704,1.137,0.997,0.947,0.871
Texas,2009,east,7,NA,1,0,0,0,0,0,4.6,3.3,26.2,24.3,22.8,21.3,21.896,21.631,0.384,0.435,12.4,12.3,0.697,0.646,23.2,21.3,13,9.7,19.2,18.3,6.9,2.7,0.952,0.771,1.035,1.02,0.937,0.979
Oklahoma St,2009,east,8,NA,1,0,0,0,0,0,9.3,7.7,27,25,23.8,16.7,23.904,17.77,0.262,0.252,8.8,8.7,0.714,0.794,24.2,25.7,12.6,11.3,21.3,18.7,6.9,2.3,1.237,0.706,1.094,0.987,1.001,0.954
Tennessee,2009,east,9,NA,0,0,0,0,0,0,6.6,6.7,28.5,31.3,22.9,21.3,21.031,17.143,0.363,0.433,12.6,15,0.713,0.725,23.6,24.7,16.4,17.7,18.9,18,6.4,10,1.046,0.644,1.079,1.086,0.991,0.954
Minnesota,2009,east,10,NA,0,0,0,0,0,0,5.7,3,23.6,21,18.4,24,20.05,27.407,0.338,0.321,9.6,8.3,0.691,0.726,19.6,17.7,13.4,12,17.7,17.7,4.7,0.7,0.979,0.947,1.005,1,0.934,0.989
VCU,2009,east,11,NA,0,0,0,0,0,0,6.5,6.3,25.6,23.3,20.1,17.7,20.724,18.003,0.304,0.208,9.1,5,0.687,0.699,21.5,24,13.8,11.7,19.1,20.3,8.6,12.7,1.078,0.933,1.052,1.022,0.926,0.821
Wisconsin,2009,east,12,NA,1,0,0,0,0,0,6.4,7,22.1,19.7,18,20.7,21.612,28.676,0.307,0.36,8.6,10.3,0.75,0.757,19.7,17.7,11.9,13.7,16.9,12.7,4.6,5,0.958,1.194,1.055,1.1,0.979,1.012
Portland St,2009,east,13,NA,0,0,0,0,0,0,9.8,8,26,23.3,17.2,20.7,16.86,21.75,0.328,0.315,10.3,9.7,0.692,0.656,19.7,19.7,15.2,14.3,17,14.3,5.1,4.7,0.839,1,1.063,1.067,0.99,0.994
American,2009,east,14,NA,0,0,0,0,0,0,7.1,7.7,23.4,25.7,16.4,18.7,16.872,18.285,0.305,0.368,8.3,8.3,0.737,0.686,21.9,19.7,13.1,14.7,17.9,19,6,13,1.02,1.073,1.021,1.108,0.926,0.904
Binghamton,2009,east,15,NA,0,0,0,0,0,0,6,5.3,24,21.3,23,27.7,22.733,28.861,0.3,0.202,9.5,6.3,0.663,0.708,21.7,25,12,8.3,20.2,17.3,3,7.7,0.925,0.595,1.006,0.959,0.963,0.852
E Tenn St,2009,east,16,NA,0,0,0,0,0,0,6,5.3,27.7,30.3,23.7,29,22.929,30.884,0.309,0.417,10,14.3,0.688,0.651,24,23,12.5,12.7,18.4,19,8.1,15,0.919,1.727,1.059,1.25,0.95,1.036
Louisville,2009,midwest,1,NA,1,1,1,0,0,0,8.1,8.7,26.8,27,19.1,15.7,17.485,13.615,0.33,0.33,11.2,10,0.703,0.663,24.2,22.3,16.5,18.3,17.1,14.7,12.3,14,1.264,1.196,1.051,0.989,0.876,0.799
Michigan St,2009,midwest,2,NA,1,1,1,1,1,0,5.2,4,25.4,21.7,23.3,27,23.502,26.015,0.405,0.402,12.2,13,0.769,0.745,23.5,24.3,15.9,11,19.1,21,9,2.3,1.152,0.767,1.056,0.944,0.924,0.911
Kansas,2009,midwest,3,NA,1,1,0,0,0,0,6.5,6,27.1,24.3,22.7,21.3,23.249,23.001,0.358,0.352,10.7,12.7,0.728,0.718,25.2,20.3,16,13.3,19.2,18,11.3,-5.3,1.08,1.176,1.085,1.016,0.926,1.093
Wake Forest,2009,midwest,4,NA,0,0,0,0,0,0,4,4,29.3,27,26.2,23.7,24.337,23.017,0.347,0.435,11.3,15.7,0.708,0.69,26.9,23,13.2,11.3,15,18,11.1,-0.3,1.12,0.944,1.061,1.015,0.917,1.02
Utah,2009,midwest,5,NA,0,0,0,0,0,0,7.2,5,24,19.3,20.1,21.7,23.584,26.492,0.26,0.229,7,6.3,0.779,0.772,25.5,23.7,13.4,12,15.4,15,7.5,6,1.459,1.324,1.061,0.959,0.948,0.864
W Virginia,2009,midwest,6,NA,0,0,0,0,0,0,6.6,7.7,25.5,23.7,21.1,21.3,21.629,26.284,0.398,0.402,13.1,11.7,0.708,0.653,21.6,21.3,15.3,17.3,17.6,21,10.8,7,0.933,1.359,1.067,1.097,0.908,0.991
Boston Col,2009,midwest,7,NA,0,0,0,0,0,0,6.4,3.7,26.3,22.3,21.8,25,22.947,31.227,0.394,0.394,12.5,12.3,0.637,0.626,21.4,20.7,14.9,11.7,18,17,4.5,4.3,1.139,0.814,1.075,1.031,1.01,0.967
Ohio State,2009,midwest,8,NA,0,0,0,0,0,0,6.5,6.3,23.6,21.3,18.8,21,20.731,26.56,0.278,0.254,7.1,5.7,0.684,0.644,21.2,21.7,13.4,11.7,14.9,14,5.4,7,1.065,0.611,1.056,1.079,0.971,0.963
Siena,2009,midwest,9,NA,1,0,0,0,0,0,5.2,6,28.9,31.3,22.2,15,19.84,12.68,0.322,0.309,10.5,10,0.677,0.686,22.2,23.3,15.3,19.3,14.7,11.3,7.6,15.7,0.62,0.5,1.051,1.06,0.947,0.847
USC,2009,midwest,10,NA,1,0,0,0,0,0,3.8,4.3,24.9,25.3,22.2,23.7,22.068,22.683,0.36,0.432,10.2,11.7,0.71,0.7,22.3,25.7,12.4,11.3,18.6,17.3,4.9,5.7,0.998,1.091,1.02,1.059,0.947,0.973
Dayton,2009,midwest,11,NA,1,0,0,0,0,0,5.5,7,23.9,25.3,21.8,23.7,20.936,17.558,0.372,0.376,12.2,12.7,0.718,0.827,22.7,27,14.1,17.3,19,20.3,6,2.3,1.04,1.209,1.001,1.019,0.912,0.985
Arizona,2009,midwest,12,NA,1,1,0,0,0,0,6.2,7.3,25.7,28,20,19,22.258,22.596,0.341,0.345,9.7,9.7,0.671,0.708,21.5,21,14.4,17.7,15.6,16.7,3.8,-1.3,1.155,1.828,1.094,1.202,1.037,1.222
Cleveland St,2009,midwest,13,NA,1,0,0,0,0,0,4.8,6.7,23,21.3,20.1,23,21.445,26.629,0.322,0.341,9.9,10,0.679,0.678,20.4,20.3,13.4,10.7,18.3,18.7,5.1,4,1.089,1.185,0.984,1.071,0.907,1.005
N Dakota St,2009,midwest,14,NA,0,0,0,0,0,0,7,6,27.9,25.7,21.9,25.3,23.029,28.621,0.311,0.385,9.1,11.7,0.747,0.714,23.2,18.3,14.6,12,16.2,16.3,10.1,6.7,1.258,1.125,1.123,1.165,0.979,1.063
Rob Morris,2009,midwest,15,NA,0,0,0,0,0,0,6.5,6.7,25.1,24.3,19.7,13.3,20.211,15.952,0.311,0.306,8.7,8.7,0.708,0.724,21.6,21,15.3,14.7,19.9,19,5.7,14,0.727,0.585,1.025,1.042,0.943,0.819
Morehead St,2009,midwest,16,1,0,0,0,0,0,0,5.1,6,23.7,25.3,23.2,24,24.441,27.401,0.383,0.495,12.1,15,0.729,0.761,23.1,23.3,12.4,16.3,19.2,16.3,0.7,9.7,0.815,1.485,1.008,1.187,0.999,1.032
N Carolina,2009,south,1,NA,1,1,1,1,1,1,6.8,5.3,31.4,26.3,25.9,25,25.593,26.946,0.394,0.41,13.4,13.7,0.701,0.696,25.8,21.3,18.2,14,15.9,16.7,16.5,2.7,1.403,1.556,1.151,1.138,0.939,1.098
Oklahoma,2009,south,2,NA,1,1,1,0,0,0,6.9,4,27.2,25.7,26.2,25.3,25.027,23.514,0.36,0.415,10.9,13,0.71,0.757,25.6,27,14.4,11,17.4,17.3,11.4,-2,1.025,1.097,1.115,1.016,0.954,1.044
Syracuse,2009,south,3,NA,1,1,0,0,0,0,6.9,8,29.3,31,24.2,27.3,20.618,21.943,0.345,0.383,11,16.3,0.654,0.597,24.6,23.7,18.1,19.7,15.6,21,8.1,1.7,1.26,1.419,1.079,1.028,0.972,1.009
Gonzaga,2009,south,4,NA,1,1,0,0,0,0,7.4,10.3,28.5,34,20.2,14.3,20.391,14.809,0.302,0.256,9,7.7,0.706,0.729,25.5,26,15,18.7,16.1,14.3,17.2,36.7,1.347,2.333,1.121,1.236,0.876,0.727
Illinois,2009,south,5,NA,0,0,0,0,0,0,5.5,6.3,25.1,23.3,12.5,10.3,13.721,10.73,0.28,0.253,8,7.7,0.697,0.755,22.1,24.7,17.6,16.3,15.1,12.7,8,-0.3,1.475,1.581,0.998,0.96,0.875,0.966
Arizona St,2009,south,6,NA,1,0,0,0,0,0,8.1,8.3,23.8,25.7,18.8,12.3,22.212,14.861,0.291,0.219,7.7,5.3,0.715,0.684,21.6,21.7,15.6,15,15.9,14.3,9.5,6.3,1.362,1.8,1.113,1.134,0.961,1.029
Clemson,2009,south,7,NA,0,0,0,0,0,0,8.1,8.3,28.7,30,19.6,19,18.501,17.712,0.386,0.304,12.6,9.3,0.656,0.633,21.6,19,15,15.7,18,21.7,10.7,1.7,1.059,1.119,1.091,1.108,0.943,1.085
LSU,2009,south,8,NA,1,0,0,0,0,0,6,5.3,26.7,21,21.6,17.7,22.052,17.169,0.364,0.322,12,12.7,0.726,0.695,24.7,24.3,15.2,11.7,17.3,18,9.4,-5.7,1.273,1.094,1.065,0.868,0.931,0.952
Butler,2009,south,9,NA,0,0,0,0,0,0,7.9,3.7,21.8,19,21.5,25,24.25,28.048,0.305,0.266,8.7,7,0.721,0.779,22.1,22.3,12.8,8,17.9,14,8.8,1.3,1.021,0.667,1.046,0.996,0.909,0.973
Michigan,2009,south,10,NA,1,0,0,0,0,0,8.7,9.3,23.2,23.3,15.7,8.3,18.265,12.456,0.27,0.187,8.2,4.7,0.691,0.653,19.8,15.7,15.6,16.7,15.3,13.7,3.5,7,1.427,1.667,1.034,1.076,0.979,0.957
Temple,2009,south,11,NA,0,0,0,0,0,0,7.6,7.3,25.1,24.3,16.1,18,16.79,17.985,0.32,0.354,9.8,11.7,0.722,0.696,24.1,26,15.5,14.7,17.1,14.7,5.6,7,1.247,1.233,1.033,1.043,0.949,0.935
W Kentucky,2009,south,12,NA,1,0,0,0,0,0,7.8,6.3,25.4,23,19.2,22.3,20.061,26.487,0.382,0.446,11.7,12.3,0.71,0.729,22.7,23.3,13.5,14.7,20.7,20.7,5.2,11,0.839,1.281,1.07,1.097,0.993,0.922
Akron,2009,south,13,NA,0,0,0,0,0,0,7.1,9,22.6,21,19.7,24,20.962,26.221,0.316,0.358,9.5,9.7,0.645,0.719,19.4,23,12.1,10.7,20.6,19,5.9,10,0.89,0.97,0.986,1.098,0.898,0.934
Ste F Austin,2009,south,14,NA,0,0,0,0,0,0,5.6,7.3,23.8,22.7,16.6,16.7,16.375,20.567,0.251,0.344,7.8,10.3,0.734,0.705,22.5,22.3,12.3,12.3,18.5,19.3,6,6,0.711,0.829,0.957,1.061,0.868,0.963
Morgan St,2009,south,15,NA,0,0,0,0,0,0,5.1,5,24.5,25.3,19.7,29.3,18.69,30.506,0.375,0.469,12,15.3,0.693,0.716,21.9,22.7,11.2,9,19,21,5.4,17.3,0.869,0.771,0.983,1.127,0.904,0.871
Radford,2009,south,16,NA,0,0,0,0,0,0,4.8,5,26.5,33,25.1,32.3,22.814,28.797,0.347,0.432,11.1,13.7,0.737,0.819,26.9,31.7,13.9,18.7,18.5,19.3,2.2,15.3,1.242,1.3,1.004,1.152,0.974,0.965
Connecticut,2009,west,1,NA,1,1,1,1,0,0,4.7,4.3,27.4,31.7,26.3,28,25.029,17.977,0.403,0.415,12.9,18,0.722,0.664,27.3,30.3,15.4,18,12.9,19,13.4,-4.3,1.22,1.149,1.087,0.973,0.899,1.024
Memphis,2009,west,2,NA,1,1,0,0,0,0,5.8,2.7,26,23,23.3,19.7,23.292,22.807,0.365,0.345,11.9,10,0.722,0.783,24.4,27.7,13.8,14,17.5,14,17.2,20,1.124,1.5,1.062,1.002,0.816,0.684
Missouri,2009,west,3,NA,1,1,1,0,0,0,7,6,29.2,26.3,22.7,21.7,20.391,21.982,0.337,0.32,11.7,11,0.67,0.697,22.4,23,18.2,15.3,19.9,18.3,13.6,14,1.501,1.484,1.092,1.08,0.907,0.874
Washington,2009,west,4,NA,1,0,0,0,0,0,4.2,3.7,27.7,26,27.4,22.3,25.622,22.201,0.407,0.3,13.4,10,0.713,0.755,24.3,26.7,12.8,9,19.7,21,8.8,3,0.853,1.389,1.054,0.964,0.937,0.924
Purdue,2009,west,5,NA,1,1,0,0,0,0,6.7,7.7,24.9,23,18.5,14.7,19.211,17.93,0.283,0.233,8.4,7,0.707,0.677,23.1,22.3,15.2,13,17.5,18,10.4,4.3,0.861,0.633,1.027,1.004,0.873,0.938
Marquette,2009,west,6,NA,1,0,0,0,0,0,7.1,6.7,26.5,23,26.1,28.3,26.504,33.411,0.337,0.382,10.8,13,0.708,0.728,22.4,22.3,15.5,13.3,17.8,15,9.4,7,1.345,1.25,1.111,1.088,0.978,0.988
California,2009,west,7,NA,0,0,0,0,0,0,6.3,9.3,27.1,27.3,19.2,15,21.186,15.856,0.307,0.276,8.7,9.7,0.709,0.613,22.3,19,15.5,15,16.8,18,6.7,-5,1.301,1.731,1.096,1.11,0.999,1.184
BYU,2009,west,8,NA,0,0,0,0,0,0,7.3,5.7,27.6,19,20.1,28.3,20.738,34.85,0.264,0.289,7.8,8.7,0.763,0.72,25.3,19.7,16.4,11.3,18.6,16.7,12.5,4.7,1.432,1.308,1.095,1.051,0.919,0.976
